,MMM-YY,Driver_ID,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating
10608,03/01/20,1585,48,0,C7,1,117644,16/06/13,,2,4,773370,1
10609,04/01/20,1585,48,0,C7,1,117644,16/06/13,,2,4,301960,1
10610,05/01/20,1585,48,0,C7,1,117644,16/06/13,27/05/20,2,4,151200,1
10611,09/01/20,1586,30,1,C6,0,75643,20/09/20,,2,2,0,1
10612,10/01/20,1586,30,1,C6,0,75643,20/09/20,,2,2,0,1
10613,11/01/20,1586,30,1,C6,0,75643,20/09/20,,2,2,0,1
10614,12/01/20,1586,30,1,C6,0,75643,20/09/20,,2,2,0,1
10615,01/01/19,1587,46,1,C20,0,48111,17/02/18,,2,2,508800,3
10616,02/01/19,1587,46,1,C20,0,48111,17/02/18,,2,2,327140,3
10617,03/01/19,1587,46,1,C20,0,48111,17/02/18,,2,2,2065480,3
10618,04/01/19,1587,46,1,C20,0,48111,17/02/18,,2,2,108150,1
10619,05/01/19,1587,46,1,C20,0,48111,17/02/18,,2,2,0,1
10620,06/01/19,1587,46,1,C20,0,48111,17/02/18,,2,2,0,1
10621,07/01/19,1587,46,1,C20,0,48111,17/02/18,07/09/19,2,2,0,1
10622,01/01/19,1588,40,0,C5,1,84516,20/09/15,,1,2,640200,2
10623,02/01/19,1588,,0,C5,1,84516,20/09/15,,1,2,971890,2
10624,03/01/19,1588,40,0,C5,1,84516,20/09/15,,1,2,1155530,2
10625,04/01/19,1588,40,0,C5,1,84516,20/09/15,,1,2,173950,3
10626,05/01/19,1588,40,0,C5,1,84516,20/09/15,,1,2,200000,3
10627,06/01/19,1588,41,0,C5,1,84516,20/09/15,,1,2,1154500,3
10628,07/01/19,1588,41,0,C5,1,84516,20/09/15,,1,2,558250,4
10629,08/01/19,1588,41,0,C5,1,84516,20/09/15,,1,2,1860300,4
10630,09/01/19,1588,41,0,C5,1,84516,20/09/15,,1,2,494770,4
10631,10/01/19,1588,41,0,C5,1,84516,20/09/15,,1,2,587050,4
10632,11/01/19,1588,41,0,C5,1,84516,20/09/15,,1,2,1990000,4
10633,12/01/19,1588,41,0,C5,1,84516,20/09/15,,1,2,682120,4
10634,01/01/20,1588,41,0,C5,1,84516,20/09/15,,1,2,500000,2
10635,02/01/20,1588,41,0,C5,1,84516,20/09/15,,1,2,500000,2
10636,03/01/20,1588,41,0,C5,1,84516,20/09/15,,1,2,953320,2
10637,04/01/20,1588,41,0,C5,1,84516,20/09/15,,1,2,0,3
10638,05/01/20,1588,41,0,C5,1,84516,20/09/15,,1,2,600000,3
10639,06/01/20,1588,42,0,C5,1,84516,20/09/15,,1,2,1095950,3
10640,07/01/20,1588,42,0,C5,1,84516,20/09/15,,1,2,444120,4
10641,08/01/20,1588,42,0,C5,1,84516,20/09/15,,1,2,400060,4
10642,09/01/20,1588,42,0,C5,1,84516,20/09/15,,1,2,2634560,4
10643,10/01/20,1588,42,0,C5,1,84516,20/09/15,,1,2,200000,3
10644,11/01/20,1588,42,0,C5,1,84516,20/09/15,,1,2,862880,3
10645,12/01/20,1588,42,0,C5,1,84516,20/09/15,,1,2,900410,3
10646,01/01/19,1589,38,0,C15,2,55037,26/10/18,,3,3,742310,1
10647,02/01/19,1589,38,0,C15,2,55037,26/10/18,,3,3,-250000,1
10648,03/01/19,1589,39,0,C15,2,55037,26/10/18,,3,3,776030,1
10649,04/01/19,1589,39,0,C15,2,55037,26/10/18,,3,3,0,1
10650,05/01/19,1589,39,0,C15,2,55037,26/10/18,,3,3,193710,1
10651,06/01/19,1589,39,0,C15,2,55037,26/10/18,06/08/19,3,3,0,1
10652,06/01/20,1590,31,1,C17,0,38396,06/05/20,,2,2,0,1
10653,07/01/20,1590,31,1,C17,0,38396,06/05/20,,2,2,0,1
10654,08/01/20,1590,31,1,C17,0,38396,06/05/20,,2,2,0,1
10655,09/01/20,1590,31,1,C17,0,38396,06/05/20,09/08/20,2,2,0,1
10656,01/01/19,1591,28,0,C19,1,43897,16/12/18,25/01/19,2,2,0,1
10657,05/01/20,1592,25,1,C29,2,58051,05/03/20,,1,1,0,2
10658,06/01/20,1592,25,1,C29,2,58051,05/03/20,,1,1,560280,2
10659,07/01/20,1592,25,1,C29,2,58051,05/03/20,,1,1,259080,2
10660,08/01/20,1592,25,1,C29,2,58051,05/03/20,,1,1,0,2
10661,09/01/20,1592,25,1,C29,2,58051,05/03/20,,1,1,603920,2
10662,10/01/20,1592,25,1,C29,2,58051,05/03/20,,1,1,706680,3
10663,11/01/20,1592,25,1,C29,2,58051,05/03/20,,1,1,773580,3
10664,12/01/20,1592,25,1,C29,2,58051,05/03/20,,1,1,409680,3
10665,11/01/20,1593,27,0,C28,0,49886,23/11/20,,2,2,0,1
10666,12/01/20,1593,27,0,C28,0,49886,23/11/20,12/11/20,2,2,0,1
10667,08/01/20,1594,33,0,C20,1,76101,31/07/20,,3,3,0,1
10668,09/01/20,1594,33,0,C20,1,76101,31/07/20,,3,3,200700,1
10669,10/01/20,1594,33,0,C20,1,76101,31/07/20,,3,3,250000,1
10670,11/01/20,1594,33,0,C20,1,76101,31/07/20,,3,3,0,1
10671,12/01/20,1594,33,0,C20,1,76101,31/07/20,,3,3,0,1
10672,01/01/19,1595,28,0,C22,1,27572,08/04/18,,1,1,280110,2
10673,02/01/19,1595,28,0,C22,1,27572,08/04/18,,1,1,182850,2
10674,03/01/19,1595,28,0,C22,1,27572,08/04/18,,1,1,557020,2
10675,04/01/19,1595,29,0,C22,1,27572,08/04/18,,1,1,0,2
10676,05/01/19,1595,29,0,C22,1,27572,08/04/18,,1,1,130440,2
10677,06/01/19,1595,29,0,C22,1,27572,08/04/18,,1,1,318980,2
10678,07/01/19,1595,29,0,C22,1,27572,08/04/18,,1,1,448540,3
10679,08/01/19,1595,29,0,C22,1,27572,08/04/18,27/08/19,1,1,354940,3
10680,01/01/19,1597,38,1,C17,1,54600,31/05/15,,2,2,50000,1
10681,02/01/19,1597,38,1,C17,1,54600,31/05/15,,2,2,100000,1
10682,03/01/19,1597,38,1,C17,1,54600,31/05/15,,2,2,680000,1
10683,04/01/19,1597,38,1,C17,1,54600,31/05/15,,2,2,0,3
10684,05/01/19,1597,38,1,C17,1,54600,31/05/15,,2,2,700000,3
10685,06/01/19,1597,38,1,C17,1,54600,31/05/15,,2,2,200000,3
10686,07/01/19,1597,38,1,C17,1,54600,31/05/15,,2,2,250000,2
10687,08/01/19,1597,38,1,C17,1,54600,31/05/15,,2,2,50000,2
10688,09/01/19,1597,38,1,C17,1,54600,31/05/15,19/09/19,2,2,482600,2
10689,10/01/19,1598,34,0,C20,2,95284,10/04/19,,4,4,0,1
10690,11/01/19,1598,34,0,C20,2,95284,10/04/19,,4,4,393280,1
10691,12/01/19,1598,34,0,C20,2,95284,10/04/19,,4,4,500630,1
10692,01/01/20,1598,34,0,C20,2,95284,10/04/19,,4,4,3003260,2
10693,02/01/20,1598,34,0,C20,2,95284,10/04/19,,4,4,2110200,2
10694,03/01/20,1598,34,0,C20,2,95284,10/04/19,,4,4,2997450,2
10695,04/01/20,1598,34,0,C20,2,95284,10/04/19,,4,4,232920,2
10696,05/01/20,1598,35,0,C20,2,95284,10/04/19,,4,4,1465600,2
10697,06/01/20,1598,35,0,C20,2,95284,10/04/19,,4,4,115920,2
10698,07/01/20,1598,35,0,C20,2,95284,10/04/19,,4,4,502560,2
10699,08/01/20,1598,35,0,C20,2,95284,10/04/19,,4,4,1521080,2
10700,09/01/20,1598,35,0,C20,2,95284,10/04/19,,4,4,204440,2
10701,10/01/20,1598,35,0,C20,2,95284,10/04/19,,4,4,-1233160,1
10702,11/01/20,1598,35,0,C20,2,95284,10/04/19,,4,4,289080,1
10703,12/01/20,1598,35,0,C20,2,95284,10/04/19,,4,4,320320,1
10704,07/01/20,1599,29,1,C9,2,108812,07/04/20,,3,3,0,1
10705,08/01/20,1599,30,1,C9,2,108812,07/04/20,,3,3,0,1
10706,09/01/20,1599,30,1,C9,2,108812,07/04/20,,3,3,0,1
10707,10/01/20,1599,30,1,C9,2,108812,07/04/20,,3,3,301200,1
10708,11/01/20,1599,30,1,C9,2,108812,07/04/20,,3,3,0,1
10709,12/01/20,1599,30,1,C9,2,108812,07/04/20,,3,3,0,1
10710,08/01/19,1600,36,0,C14,2,83083,13/08/19,,3,3,0,1
10711,09/01/19,1600,36,0,C14,2,83083,13/08/19,,3,3,0,1
10712,10/01/19,1600,36,0,C14,2,83083,13/08/19,,3,3,0,3
10713,11/01/19,1600,36,0,C14,2,83083,13/08/19,,3,3,1464080,3
10714,12/01/19,1600,36,0,C14,2,83083,13/08/19,,3,3,177230,3
10715,01/01/20,1600,36,0,C14,2,83083,13/08/19,,3,3,231480,2
10716,02/01/20,1600,37,0,C14,2,83083,13/08/19,,3,3,435840,2
10717,03/01/20,1600,37,0,C14,2,83083,13/08/19,,3,3,1310000,2
10718,04/01/20,1600,37,0,C14,2,83083,13/08/19,,3,3,960000,4
10719,05/01/20,1600,37,0,C14,2,83083,13/08/19,,3,3,967900,4
10720,06/01/20,1600,37,0,C14,2,83083,13/08/19,,3,3,578740,4
10721,07/01/20,1600,37,0,C14,2,83083,13/08/19,07/10/20,3,3,0,1
10722,09/01/19,1601,31,0,C12,0,59932,29/08/19,,2,2,0,1
10723,10/01/19,1601,31,0,C12,0,59932,29/08/19,,2,2,0,1
10724,11/01/19,1601,31,0,C12,0,59932,29/08/19,,2,2,0,1
10725,12/01/19,1601,31,0,C12,0,59932,29/08/19,,2,2,0,1
10726,01/01/20,1601,31,0,C12,0,59932,29/08/19,19/01/20,2,2,0,1
10727,01/01/19,1602,38,0,C10,0,22645,09/12/18,,1,1,200000,1
10728,02/01/19,1602,38,0,C10,0,22645,09/12/18,,1,1,200000,1
10729,03/01/19,1602,38,0,C10,0,22645,09/12/18,,1,1,239180,1
10730,04/01/19,1602,38,0,C10,0,22645,09/12/18,,1,1,250000,2
10731,05/01/19,1602,38,0,C10,0,22645,09/12/18,,1,1,127710,2
10732,06/01/19,1602,38,0,C10,0,22645,09/12/18,,1,1,0,2
10733,07/01/19,1602,38,0,C10,0,22645,09/12/18,29/06/19,1,1,0,1
10734,01/01/19,1603,28,1,C20,2,66465,14/10/18,23/01/19,1,1,0,1
10735,05/01/20,1605,42,0,C16,0,50832,05/05/20,,1,1,0,3
10736,06/01/20,1605,42,0,C16,0,50832,05/05/20,,1,1,770350,3
10737,07/01/20,1605,42,0,C16,0,50832,05/05/20,,1,1,797720,3
10738,08/01/20,1605,42,0,C16,0,50832,05/05/20,,1,1,164820,3
10739,09/01/20,1605,42,0,C16,0,50832,05/05/20,,1,1,334300,3
10740,10/01/20,1605,42,0,C16,0,50832,05/05/20,,1,1,1103050,3
10741,11/01/20,1605,42,0,C16,0,50832,05/05/20,,1,1,614440,3
10742,12/01/20,1605,42,0,C16,0,50832,05/05/20,,1,1,535830,3
10743,01/01/19,1606,42,1,C12,1,99127,22/08/14,,1,3,391200,2
10744,02/01/19,1606,43,1,C12,1,99127,22/08/14,,1,3,1084600,2
10745,03/01/19,1606,43,1,C12,1,99127,22/08/14,,1,3,1663400,2
10746,04/01/19,1606,43,1,C12,1,99127,22/08/14,,1,3,145290,2
10747,05/01/19,1606,43,1,C12,1,99127,22/08/14,,1,3,242350,2
10748,06/01/19,1606,43,1,C12,1,99127,22/08/14,,1,3,320430,2
10749,07/01/19,1606,43,1,C12,1,99127,22/08/14,,1,3,1951900,4
10750,08/01/19,1606,43,1,C12,1,99127,22/08/14,,1,3,950000,4
10751,09/01/19,1606,43,1,C12,1,99127,22/08/14,,1,3,1903060,4
10752,10/01/19,1606,43,1,C12,1,99127,22/08/14,,1,3,400000,3
10753,11/01/19,1606,43,1,C12,1,99127,22/08/14,,1,3,1550530,3
10754,12/01/19,1606,43,1,C12,1,99127,22/08/14,,1,3,250000,3
10755,01/01/20,1606,43,1,C12,1,99127,22/08/14,,1,3,1750000,2
10756,02/01/20,1606,44,1,C12,1,99127,22/08/14,,1,3,1009320,2
10757,03/01/20,1606,44,1,C12,1,99127,22/08/14,,1,3,1649780,2
10758,04/01/20,1606,44,1,C12,1,99127,22/08/14,,1,3,2030320,3
10759,05/01/20,1606,44,1,C12,1,99127,22/08/14,,1,3,0,3
10760,06/01/20,1606,44,1,C12,1,99127,22/08/14,,1,3,0,3
10761,07/01/20,1606,44,1,C12,1,99127,22/08/14,,1,3,1003690,3
10762,08/01/20,1606,44,1,C12,1,99127,22/08/14,,1,3,701500,3
10763,09/01/20,1606,44,1,C12,1,99127,22/08/14,,1,3,1200000,3
10764,10/01/20,1606,44,1,C12,1,99127,22/08/14,,1,3,950000,3
10765,11/01/20,1606,44,1,C12,1,99127,22/08/14,,1,3,1000350,3
10766,12/01/20,1606,44,1,C12,1,99127,22/08/14,,1,3,652300,3
10767,01/01/20,1607,26,0,C15,2,77477,01/10/20,,3,3,0,2
10768,02/01/20,1607,26,0,C15,2,77477,01/10/20,,3,3,0,2
10769,03/01/20,1607,26,0,C15,2,77477,01/10/20,,3,3,2850000,2
10770,04/01/20,1607,26,0,C15,2,77477,01/10/20,,3,3,0,2
10771,05/01/20,1607,26,0,C15,2,77477,01/10/20,,3,3,665000,2
10772,06/01/20,1607,26,0,C15,2,77477,01/10/20,,3,3,250000,2
10773,07/01/20,1607,26,0,C15,2,77477,01/10/20,,3,3,250020,1
10774,08/01/20,1607,26,0,C15,2,77477,01/10/20,29/07/20,3,3,0,1
10775,12/01/19,1609,22,1,C5,0,12987,29/11/19,,1,1,0,1
10776,01/01/20,1609,22,1,C5,0,12987,29/11/19,,1,1,0,1
10777,02/01/20,1609,22,1,C5,0,12987,29/11/19,,1,1,0,1
10778,03/01/20,1609,22,1,C5,0,12987,29/11/19,,1,1,0,1
10779,04/01/20,1609,22,1,C5,0,12987,29/11/19,13/04/20,1,1,0,1
10780,06/01/19,1610,38,0,C7,1,116218,30/05/19,,2,4,0,1
10781,07/01/19,1610,38,0,C7,1,116218,30/05/19,,2,4,0,1
10782,08/01/19,1610,38,0,C7,1,116218,30/05/19,,2,4,0,1
10783,09/01/19,1610,38,0,C7,1,116218,30/05/19,,2,4,507940,1
10784,10/01/19,1610,38,0,C7,1,116218,30/05/19,,2,4,0,1
10785,11/01/19,1610,38,0,C7,1,116218,30/05/19,,2,4,158280,1
10786,12/01/19,1610,38,0,C7,1,116218,30/05/19,26/12/19,2,4,406410,1
10787,01/01/19,1611,31,0,C4,1,23537,01/08/18,,1,1,339000,4
10788,02/01/19,1611,31,0,C4,1,23537,01/08/18,,1,1,1392670,4
10789,03/01/19,1611,31,0,C4,1,23537,01/08/18,,1,1,2272720,4
10790,04/01/19,1611,31,0,C4,1,23537,01/08/18,,1,1,103110,2
10791,05/01/19,1611,31,0,C4,1,23537,01/08/18,,1,1,146700,2
10792,06/01/19,1611,31,0,C4,1,23537,01/08/18,,1,1,250000,2
10793,07/01/19,1611,,0,C4,1,23537,01/08/18,,1,1,105460,1
10794,08/01/19,1611,31,0,C4,1,23537,01/08/18,,1,1,0,1
10795,09/01/19,1611,31,0,C4,1,23537,01/08/18,21/09/19,1,1,0,1
10796,01/01/19,1612,33,0,C27,0,69697,14/10/18,,2,2,103240,1
10797,02/01/19,1612,33,0,C27,0,69697,14/10/18,,2,2,200000,1
10798,03/01/19,1612,33,0,C27,0,69697,14/10/18,,2,2,757110,1
10799,04/01/19,1612,33,0,C27,0,69697,14/10/18,,2,2,242000,4
10800,05/01/19,1612,33,0,C27,0,69697,14/10/18,,2,2,1240000,4
10801,06/01/19,1612,33,0,C27,0,69697,14/10/18,,2,2,484050,4
10802,07/01/19,1612,33,0,C27,0,69697,14/10/18,,2,2,200000,1
10803,08/01/19,1612,33,0,C27,0,69697,14/10/18,,2,2,0,1
10804,09/01/19,1612,33,0,C27,0,69697,14/10/18,,2,2,57840,1
10805,10/01/19,1612,33,0,C27,0,69697,14/10/18,,2,2,960160,1
10806,11/01/19,1612,33,0,C27,0,69697,14/10/18,,2,2,-960160,1
10807,12/01/19,1612,34,0,C27,0,69697,14/10/18,,2,2,99600,1
10808,01/01/20,1612,34,0,C27,0,69697,14/10/18,,2,2,0,3
10809,02/01/20,1612,34,0,C27,0,69697,14/10/18,,2,2,1235330,3
10810,03/01/20,1612,34,0,C27,0,69697,14/10/18,,2,2,2525200,3
10811,04/01/20,1612,34,0,C27,0,69697,14/10/18,,2,2,625160,3
10812,05/01/20,1612,34,0,C27,0,69697,14/10/18,,2,2,245950,3
10813,06/01/20,1612,34,0,C27,0,69697,14/10/18,,2,2,1067330,3
10814,07/01/20,1612,34,0,C27,0,69697,14/10/18,,2,2,425380,4
10815,08/01/20,1612,34,0,C27,0,69697,14/10/18,,2,2,703700,4
10816,09/01/20,1612,34,0,C27,0,69697,14/10/18,,2,2,2149220,4
10817,10/01/20,1612,34,0,C27,0,69697,14/10/18,,2,2,280000,1
10818,11/01/20,1612,34,0,C27,0,69697,14/10/18,,2,2,0,1
10819,12/01/20,1612,35,0,C27,0,69697,14/10/18,12/07/20,2,2,0,1
10820,01/01/20,1613,32,0,C26,0,45531,25/01/20,,2,2,0,1
10821,02/01/20,1613,33,0,C26,0,45531,25/01/20,,2,2,0,1
10822,03/01/20,1613,33,0,C26,0,45531,25/01/20,,2,2,0,1
10823,04/01/20,1613,33,0,C26,0,45531,25/01/20,04/12/20,2,2,0,1
10824,01/01/19,1614,42,0,C27,1,20797,07/09/18,14/01/19,2,2,0,1
10825,01/01/19,1616,44,0,C14,1,100297,23/10/17,,5,5,0,1
10826,02/01/19,1616,44,0,C14,1,100297,23/10/17,,5,5,0,1
10827,03/01/19,1616,44,0,C14,1,100297,23/10/17,,5,5,0,1
10828,04/01/19,1616,44,0,C14,1,100297,23/10/17,,5,5,0,1
10829,05/01/19,1616,44,0,C14,1,100297,23/10/17,,5,5,0,1
10830,06/01/19,1616,44,0,C14,1,100297,23/10/17,,5,5,0,1
10831,07/01/19,1616,44,0,C14,1,100297,23/10/17,28/06/19,5,5,0,1
10832,03/01/20,1617,34,0,C3,2,45153,13/03/20,,1,1,0,1
10833,04/01/20,1617,34,0,C3,2,45153,13/03/20,,1,1,0,1
10834,05/01/20,1617,34,0,C3,2,45153,13/03/20,,1,1,0,1
10835,06/01/20,1617,34,0,C3,2,45153,13/03/20,,1,1,0,1
10836,07/01/20,1617,34,0,C3,2,45153,13/03/20,17/07/20,1,1,0,1
10837,11/01/20,1618,29,0,C1,1,56985,11/03/20,,2,2,0,1
10838,12/01/20,1618,29,0,C1,1,56985,11/03/20,,2,2,0,1
10839,12/01/20,1619,33,1,C16,0,44706,12/08/20,,2,2,0,1
10840,01/01/19,1621,27,0,C25,2,29043,19/01/18,,1,1,0,4
10841,02/01/19,1621,27,0,C25,2,29043,19/01/18,,1,1,1658990,4
10842,03/01/19,1621,27,0,C25,2,29043,19/01/18,,1,1,3927000,4
10843,04/01/19,1621,27,,C25,2,29043,19/01/18,,1,1,0,1
10844,05/01/19,1621,27,0,C25,2,29043,19/01/18,,1,1,0,1
10845,06/01/19,1621,27,0,C25,2,29043,19/01/18,,1,1,0,1
10846,07/01/19,1621,27,0,C25,2,29043,19/01/18,,1,1,1933650,4
10847,08/01/19,1621,27,0,C25,2,29043,19/01/18,,1,1,0,4
10848,09/01/19,1621,27,0,C25,2,29043,19/01/18,09/08/19,1,1,0,4
10849,10/01/20,1622,35,0,C20,0,21412,28/09/20,,2,2,0,1
10850,11/01/20,1622,35,0,C20,0,21412,28/09/20,,2,2,0,1
10851,12/01/20,1622,35,0,C20,0,21412,28/09/20,,2,2,0,1
10852,01/01/19,1623,35,0,C5,2,94437,08/02/15,,1,3,484610,2
10853,02/01/19,1623,36,0,C5,2,94437,08/02/15,,1,3,1028340,2
10854,03/01/19,1623,36,0,C5,2,94437,08/02/15,,1,3,1918950,2
10855,04/01/19,1623,36,0,C5,2,94437,08/02/15,,1,3,0,3
10856,05/01/19,1623,36,0,C5,2,94437,08/02/15,,1,3,1250000,3
10857,06/01/19,1623,36,0,C5,2,94437,08/02/15,,1,3,116000,3
10858,07/01/19,1623,36,0,C5,2,94437,08/02/15,,1,3,0,2
10859,08/01/19,1623,36,0,C5,2,94437,08/02/15,,1,3,0,2
10860,09/01/19,1623,36,0,C5,2,94437,08/02/15,,1,3,1050000,2
10861,10/01/19,1623,36,0,C5,2,94437,08/02/15,,1,3,2250010,3
10862,11/01/19,1623,36,0,C5,2,94437,08/02/15,,1,3,150290,3
10863,12/01/19,1623,36,0,C5,2,94437,08/02/15,,1,3,0,3
10864,01/01/20,1623,36,0,C5,2,94437,08/02/15,,1,3,850000,2
10865,02/01/20,1623,37,0,C5,2,94437,08/02/15,,1,3,305890,2
10866,03/01/20,1623,37,0,C5,2,94437,08/02/15,,1,3,1500000,2
10867,04/01/20,1623,37,0,C5,2,94437,08/02/15,,1,3,0,2
10868,05/01/20,1623,37,0,C5,2,94437,08/02/15,,1,3,690780,2
10869,06/01/20,1623,37,0,C5,2,94437,08/02/15,,1,3,375080,2
10870,07/01/20,1623,37,0,C5,2,94437,08/02/15,,1,3,627200,2
10871,08/01/20,1623,37,0,C5,2,94437,08/02/15,,1,3,549990,2
10872,09/01/20,1623,37,0,C5,2,94437,08/02/15,,1,3,163920,2
10873,10/01/20,1623,37,0,C5,2,94437,08/02/15,,1,3,451340,2
10874,11/01/20,1623,37,0,C5,2,94437,08/02/15,,1,3,265730,2
10875,12/01/20,1623,37,0,C5,2,94437,08/02/15,,1,3,285760,2
10876,01/01/19,1624,30,1,C13,1,72989,12/02/18,,3,3,101850,1
10877,02/01/19,1624,30,1,C13,1,72989,12/02/18,02/04/19,3,3,0,1
10878,11/01/20,1625,40,0,C29,2,56380,22/11/20,,3,3,0,1
10879,12/01/20,1625,40,0,C29,2,56380,22/11/20,,3,3,164520,1
10880,11/01/20,1626,40,0,C1,2,113174,11/03/20,,4,4,0,1
10881,12/01/20,1626,40,0,C1,2,113174,11/03/20,,4,4,0,1
10882,07/01/19,1627,31,0,C1,1,34473,28/06/19,,2,2,0,1
10883,08/01/19,1627,31,0,C1,1,34473,28/06/19,,2,2,0,1
10884,09/01/19,1627,31,0,C1,1,34473,28/06/19,,2,2,0,1
10885,10/01/19,1627,31,0,C1,1,34473,28/06/19,,2,2,0,1
10886,11/01/19,1627,31,0,C1,1,34473,28/06/19,14/11/19,2,2,0,1
10887,04/01/20,1628,37,0,C27,0,35189,20/04/20,,3,3,0,1
10888,05/01/20,1628,37,0,C27,0,35189,20/04/20,05/12/20,3,3,0,1
10889,01/01/19,1629,37,0,C12,0,112424,08/01/14,,2,4,2488030,2
10890,02/01/19,1629,37,0,C12,0,112424,08/01/14,,2,4,497900,2
10891,03/01/19,1629,37,0,C12,0,112424,08/01/14,,2,4,2034530,2
10892,04/01/19,1629,37,0,C12,0,112424,08/01/14,,2,4,203990,2
10893,05/01/19,1629,37,0,C12,0,112424,08/01/14,,2,4,429280,2
10894,06/01/19,1629,37,0,C12,0,112424,08/01/14,,2,4,313820,2
10895,07/01/19,1629,37,0,C12,0,112424,08/01/14,,2,4,245700,1
10896,08/01/19,1629,38,0,C12,0,112424,08/01/14,,2,4,665000,1
10897,09/01/19,1629,38,0,C12,0,112424,08/01/14,,2,4,242610,1
10898,12/01/19,1630,35,1,C28,1,98568,12/12/19,,2,2,0,1
10899,01/01/20,1630,35,1,C28,1,98568,12/12/19,18/01/20,2,2,0,1
10900,01/01/19,1631,23,1,C6,2,71984,13/01/18,,1,3,602450,3
10901,02/01/19,1631,23,1,C6,2,71984,13/01/18,,1,3,6125040,3
10902,03/01/19,1631,23,1,C6,2,71984,13/01/18,,1,3,679340,3
10903,04/01/19,1631,23,1,C6,2,71984,13/01/18,,1,3,338410,1
10904,05/01/19,1631,23,1,C6,2,71984,13/01/18,,1,3,300000,1
10905,06/01/19,1631,23,1,C6,2,71984,13/01/18,,1,3,-284190,1
10906,07/01/19,1631,23,1,C6,2,71984,13/01/18,,1,3,0,2
10907,08/01/19,1631,23,1,C6,2,71984,13/01/18,,1,3,0,2
10908,09/01/19,1631,23,1,C6,2,71984,13/01/18,,1,3,1079110,2
10909,10/01/19,1631,23,1,C6,2,71984,13/01/18,,1,3,301040,1
10910,11/01/19,1631,23,1,C6,2,71984,13/01/18,,1,3,168140,1
10911,12/01/19,1631,23,1,C6,2,71984,13/01/18,17/12/19,1,3,0,1
10912,12/01/20,1632,36,1,C3,1,81876,12/06/20,,2,2,0,1
10913,12/01/19,1633,30,1,C29,0,52126,29/11/19,,2,2,0,1
10914,01/01/20,1633,31,1,C29,0,52126,29/11/19,,2,2,0,2
10915,02/01/20,1633,31,1,C29,0,52126,29/11/19,,2,2,750360,2
10916,03/01/20,1633,31,1,C29,0,52126,29/11/19,,2,2,821160,2
10917,04/01/20,1633,31,1,C29,0,52126,29/11/19,,2,2,0,2
10918,05/01/20,1633,31,1,C29,0,52126,29/11/19,,2,2,679520,2
10919,06/01/20,1633,31,1,C29,0,52126,29/11/19,,2,2,294000,2
10920,07/01/20,1633,31,1,C29,0,52126,29/11/19,,2,2,443520,3
10921,08/01/20,1633,31,1,C29,0,52126,29/11/19,,2,2,1021890,3
10922,09/01/20,1633,31,1,C29,0,52126,29/11/19,,2,2,320160,3
10923,10/01/20,1633,31,1,C29,0,52126,29/11/19,,2,2,608340,3
10924,11/01/20,1633,31,1,C29,0,52126,29/11/19,,2,2,499990,3
10925,12/01/20,1633,31,1,C29,0,52126,29/11/19,,2,2,658120,3
10926,09/01/20,1634,22,1,C21,1,40818,14/09/20,,1,1,0,1
10927,10/01/20,1634,23,1,C21,1,40818,14/09/20,,1,1,0,1
10928,11/01/20,1634,23,1,C21,1,40818,14/09/20,,1,1,270780,1
10929,12/01/20,1634,23,1,C21,1,40818,14/09/20,,1,1,0,1
10930,01/01/19,1635,29,0,C20,0,13417,31/12/18,,1,1,110280,1
10931,02/01/19,1635,29,0,C20,0,13417,31/12/18,,1,1,142480,1
10932,03/01/19,1635,29,0,C20,0,13417,31/12/18,16/03/19,1,1,0,1
10933,04/01/20,1636,31,0,C12,2,61712,29/03/20,,3,3,0,1
10934,05/01/20,1636,31,0,C12,2,61712,29/03/20,,3,3,0,1
10935,06/01/20,1636,31,0,C12,2,61712,29/03/20,,3,3,0,1
10936,07/01/20,1636,32,0,C12,2,61712,29/03/20,18/07/20,3,3,0,1
10937,08/01/20,1637,34,1,C1,2,68209,08/03/20,,3,3,0,1
10938,09/01/20,1637,34,1,C1,2,68209,08/03/20,,3,3,240760,1
10939,10/01/20,1637,34,1,C1,2,68209,08/03/20,,3,3,295910,1
10940,11/01/20,1637,34,1,C1,2,68209,08/03/20,,3,3,0,1
10941,12/01/20,1637,34,1,C1,2,68209,08/03/20,,3,3,412000,1
10942,04/01/19,1638,31,1,C2,1,122837,04/11/19,,3,3,0,4
10943,05/01/19,1638,31,1,C2,1,122837,04/11/19,,3,3,200000,4
10944,06/01/19,1638,31,1,C2,1,122837,04/11/19,,3,3,2321320,4
10945,07/01/19,1638,32,1,C2,1,122837,04/11/19,,3,3,1680000,4
10946,08/01/19,1638,32,1,C2,1,122837,04/11/19,,3,3,996480,4
10947,09/01/19,1638,32,1,C2,1,122837,04/11/19,,3,3,975010,4
10948,10/01/19,1638,32,1,C2,1,122837,04/11/19,,3,3,4160180,4
10949,11/01/19,1638,32,1,C2,1,122837,04/11/19,,3,3,2649340,4
10950,12/01/19,1638,32,1,C2,1,122837,04/11/19,,3,3,1480550,4
10951,01/01/20,1638,32,1,C2,1,122837,04/11/19,,3,3,8124420,4
10952,02/01/20,1638,32,1,C2,1,122837,04/11/19,,3,3,10951600,4
10953,03/01/20,1638,32,1,C2,1,122837,04/11/19,,3,3,8847940,4
